"","euclidean","manhattan","minkowski","chebyshev","sorensen","gower","soergel","kulczynski_d","canberra","lorentzian","intersection","non-intersection","wavehedges","czekanowski","motyka","kulczynski_s","tanimoto","ruzicka","inner_product","harmonic_mean","cosine","hassebrook","jaccard","dice","fidelity","bhattacharyya","hellinger","matusita","squared_chord","squared_euclidean","pearson","neyman","squared_chi","prob_symm","divergence","clark","additive_symm","kullback-leibler","jeffreys","k_divergence","topsoe","jensen-shannon","jensen_difference","taneja","kumar-johnson","avg","questionID"
"1",0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0.5,Inf,0,1,0.962352127333946,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"img_2classes_row1_col1+img_2classes_row1_col1"
"2",0.0837244875610809,0.141616161616162,NA,0.0708080808080809,0.0708080808080809,0.0354040404040404,0.132251674370343,0.152407870420698,2.15505150089488,0.199442814580356,0.929191919191919,0.0708080808080809,2.54064033487347,0.0708080808080809,0.53540404040404,6.56134094151212,0.132251674370343,0.867748325629657,0.893471278440976,0.975414880389484,0.998748852324206,0.992215505617544,0.00778449438245632,0.00390745597577486,0.985869143116297,0.0205319281073882,0.237746561562541,0.168112205884658,0.0282617137674056,0.00700978981736558,0.0614869403972155,0.325409400208597,0.0491702392210328,0.0983404784420655,3.06614059373841,1.2381721596245,0.386896340605813,0.0642660912291895,0.172801428750136,0.0238096825266082,0.0387332126982737,0.0193666063491368,0.0193666063491369,0.0238337508383971,0.577056513040958,0.106212121212121,"img_2classes_row1_col1+img_2classes_row1_col2"
"3",0.180560196309647,0.307979797979798,NA,0.153989898989899,0.153989898989899,0.0769949494949495,0.266882576918027,0.364037967882515,2.58750553160041,0.422629137510114,0.846010101010101,0.153989898989899,2.87952957436558,0.153989898989899,0.576994949494949,2.74696621843227,0.266882576918027,0.733117423081973,0.812499377614529,0.931405402837961,0.993312649864807,0.961422397414983,0.0385776025850173,0.0196681768475061,0.956876500108865,0.0635953605396794,0.415323969407664,0.293678395157474,0.0862469997822693,0.0326019844913784,0.165898414070604,1.85397043756481,0.137189194324078,0.274378388648157,4.22775187051653,1.45391744444389,2.01986885163542,0.182897793844063,0.556554365355115,0.0728423988048328,0.113720445428907,0.0568602227144533,0.0568602227144532,0.0822783686243254,4.66526907325217,0.230984848484849,"img_2classes_row1_col1+img_2classes_row1_col3"
"4",0.354021719920821,0.61040404040404,NA,0.30520202020202,0.30520202020202,0.15260101010101,0.467670162132879,0.878534564221851,2.89087544174055,0.802921500013879,0.69479797979798,0.30520202020202,3.15425007122155,0.30520202020202,0.65260101010101,1.13825914280986,0.467670162132879,0.532329837867121,0.665152147740027,0.835837964793776,0.965396405761228,0.841449727835241,0.158550272164759,0.086100787747894,0.88911388979712,0.169559863996944,0.665991321874032,0.47092697990852,0.22177222040576,0.125331378175696,0.425326242285518,10.7920042639571,0.328324070412448,0.656648140824896,4.97059571274898,1.57648274851788,11.2173305062426,0.453545683729346,1.53239403399696,0.182579098521253,0.281764495350826,0.140882247675413,0.140882247675413,0.242216260823826,47.2870941345564,0.45780303030303,"img_2classes_row1_col1+img_2classes_row1_col4"
"5",0.507435111676344,0.878787878787879,NA,0.439393939393939,0.439393939393939,0.21969696969697,0.610526315789474,1.56756756756757,3.06001096266563,1.11699987369523,0.560606060606061,0.439393939393939,3.32730086006841,0.439393939393939,0.71969696969697,0.637931034482758,0.610526315789474,0.389473684210526,0.534199755127028,0.733969869101777,0.903154201388637,0.674758624553289,0.325241375446711,0.194201940911612,0.815247684066774,0.294689657276242,0.859656480073817,0.607868926551154,0.369504631866452,0.257490392561984,0.777900449519822,32.7009875148279,0.532060261796446,1.06412052359289,5.30016255121747,1.62790702302335,33.4788879643477,0.759750401097786,2.67579151015272,0.295428207633798,0.461066825295914,0.230533412647957,0.230533412647957,0.438414464890223,208.547614442495,0.659090909090909,"img_2classes_row1_col1+img_2classes_row1_col5"
"6",0.777052839218319,1.33191919191919,NA,0.665959595959596,0.665959595959596,0.332979797979798,0.799490693021282,3.98729966737224,3.32064648274918,1.59815021801622,0.334040404040404,0.665959595959596,3.57760710006108,0.665959595959596,0.832979797979798,0.250796299105111,0.799490693021282,0.200509306978718,0.312570451994694,0.513249844257378,0.617093442136287,0.341092033355912,0.658907966644088,0.491321960205262,0.653322284425197,0.614133244859904,1.17758688099826,0.832679668990186,0.693355431149606,0.603811114937251,2.05595005743893,145.938959642358,0.973500311485245,1.94700062297049,5.79082089635826,1.70159056420137,147.994909699797,1.52178702630542,5.37516684674495,0.518745801235896,0.849118068547362,0.424559034273681,0.424559034273681,0.919232677412557,1486.87121673214,0.998939393939394,"img_2classes_row1_col1+img_2classes_row1_col6"
"7",0.0026827168499433,0.00535353535353536,NA,0.00146464646464646,0.00267676767676768,0.00133838383838384,0.00533924343927871,0.00536790398541551,0.666426441390774,0.00771833205798005,0.997323232323232,0.00267676767676761,0.966861582839281,0.00267676767676768,0.501338383838384,186.292452830188,0.00533924343927871,0.994660756560721,0.96351753902663,0.999521952352649,0.999997001285402,0.999992530581284,7.46941871632156e-06,3.73472330641214e-06,0.99974696992934,0.000365091419639148,0.0318138379112066,0.0224957805225839,0.000506060141320371,7.19696969696972e-06,0.00144545022036483,0.00342515750648281,0.000956095294701716,0.00191219058940343,0.542359146705777,0.52074905026595,0.00487060772684764,0.00128124472359715,0.00298098030216704,0.00040555855817008,0.000715822170113054,0.000357911085056527,0.000357911085056612,0.000387333990485151,0.00552302597982037,0.00340909090909091,"img_2classes_row1_col1+img_2classes_row2_col1"
"8",0.0662519527465443,0.114444444444445,NA,0.0572222222222223,0.0572222222222223,0.0286111111111111,0.108250131371519,0.121390689451974,1.93589411210736,0.162039132751053,0.942777777777778,0.0572222222222223,2.32922110404637,0.0572222222222223,0.528611111111111,8.2378640776699,0.108250131371519,0.891749868628481,0.906552902765024,0.980053716665323,0.999325052648373,0.995181559129602,0.00481844087039796,0.00241503879601824,0.987054205290349,0.0187987806653991,0.227559176564257,0.160908636869813,0.0258915894193011,0.00438932124273034,0.0481254428803079,0.817061192748944,0.0398925666693532,0.0797851333387064,2.70581363892996,1.16314522715995,0.865186635629252,0.0536066838055719,0.173539967579817,0.0215457637839887,0.0334586967200284,0.0167293483600142,0.0167293483600142,0.0266556435349402,2.40938792990466,0.0858333333333334,"img_2classes_row1_col1+img_2classes_row2_col2"
"9",0.149950030788582,0.259191919191919,NA,0.12959595959596,0.12959595959596,0.0647979797979798,0.229455423410534,0.297783451317164,2.40627851244219,0.3587880512129,0.87040404040404,0.12959595959596,2.7392796747889,0.12959595959596,0.56479797979798,3.35814497272019,0.229455423410534,0.770544576589466,0.835988695031119,0.94383094580509,0.995967457324452,0.973808153288425,0.0261918467115754,0.0132697023608595,0.962085468138663,0.0557630314713765,0.389433084682527,0.27537077499741,0.0758290637226745,0.0224850117334966,0.133728465272135,4.03306937298905,0.11233810838982,0.224676216779641,3.76002730412238,1.37113589846564,4.16679783826119,0.152043575872665,0.530915710407148,0.062704023320446,0.0959942695692093,0.0479971347846047,0.0479971347846046,0.0847317928171822,16.752479336902,0.194393939393939,"img_2classes_row1_col1+img_2classes_row2_col3"
"10",0.304885917870978,0.523737373737374,NA,0.261868686868687,0.261868686868687,0.130934343434343,0.415049029417651,0.709544988026001,2.73263554059636,0.696850603491609,0.738131313131313,0.261868686868687,3.03285242592683,0.261868686868687,0.630934343434343,1.40935390549662,0.415049029417651,0.584950970582349,0.706878930721355,0.864212754765999,0.976639910178003,0.883781657422817,0.116218342577183,0.0616941682807231,0.903457611257057,0.146471181084521,0.621425421890489,0.439414129820476,0.193084777485886,0.092955422916029,0.340250119412315,21.2533350377125,0.271574490468003,0.543148980936006,4.52993422303177,1.50498076782259,21.5935851571249,0.376687183408541,1.44654542926669,0.156166682627628,0.237455674569025,0.118727837284512,0.118727837284512,0.242908520032161,134.432175973532,0.39280303030303,"img_2classes_row1_col1+img_2classes_row2_col4"
